".colorLevels",".ci",".y",".sids",".axisIndex","S100QC..Run",".ri",".colorHash",".xLevels",".nXLevels",".nValuesPerXLevel",".xSeqPerLevels",".xs",".ys",".y0s"
1,4,7.023623604525899,1554,0,"b",65,12905,0,1,1,0,32767,15136,65535
1,5,7.96469504713138,1555,0,"b",65,12905,0,1,1,0,32767,37978,65535
0,6,5.486398666237567,1556,0,"a",64,12774,0,1,1,0,32767,30782,65535
0,7,5.286100015751735,1557,0,"a",64,12774,0,1,1,0,32767,24531,65535
0,6,8.986754372744803,1558,0,"a",65,12774,0,1,1,0,32767,62785,65535
0,7,7.689140892197091,1559,0,"a",65,12774,0,1,1,0,32767,31289,65535
1,4,4.834321969657873,1560,0,"b",66,12905,0,1,1,0,32767,23549,65535
1,5,5.05343925896146,1561,0,"b",66,12905,0,1,1,0,32767,29072,65535
1,4,7.903938672719581,1562,0,"b",67,12905,0,1,1,0,32767,21223,65535
1,5,9.10842582782302,1563,0,"b",67,12905,0,1,1,0,32767,46686,65535
0,6,5.883104342744153,1564,0,"a",66,12774,0,1,1,0,32767,49984,65535
0,7,4.702532097102332,1565,0,"a",66,12774,0,1,1,0,32767,20228,65535
0,6,8.404579275065311,1566,0,"a",67,12774,0,1,1,0,32767,31806,65535
0,7,8.1873987631159,1567,0,"a",67,12774,0,1,1,0,32767,27215,65535
0,0,11.270361448020296,1568,0,"a",68,12774,0,1,1,0,32767,61668,65535
0,1,10.83935236484097,1569,0,"a",68,12774,0,1,1,0,32767,40745,65535
0,0,10.086561876341067,1570,0,"a",69,12774,0,1,1,0,32767,62154,65535
0,1,9.479551500841291,1571,0,"a",69,12774,0,1,1,0,32767,44073,65535
0,2,11.147420945761812,1572,0,"a",68,12774,0,1,1,0,32767,55700,65535
1,3,10.59312682031946,1573,0,"b",68,12905,0,1,1,0,32767,28792,65535
0,2,9.737390854313984,1574,0,"a",69,12774,0,1,1,0,32767,51753,65535
1,3,8.371427355839995,1575,0,"b",69,12905,0,1,1,0,32767,11064,65535
0,0,9.858450240550766,1576,0,"a",70,12774,0,1,1,0,32767,43405,65535
0,1,9.675158161596032,1577,0,"a",70,12774,0,1,1,0,32767,37083,65535
0,0,11.875734864566507,1578,0,"a",71,12774,0,1,1,0,32767,57376,65535
0,1,11.249627802433425,1579,0,"a",71,12774,0,1,1,0,32767,28068,65535
0,2,10.058247053457485,1580,0,"a",70,12774,0,1,1,0,32767,50297,65535
1,3,9.462444396182331,1581,0,"b",70,12905,0,1,1,0,32767,29747,65535
0,2,11.727198027400421,1582,0,"a",71,12774,0,1,1,0,32767,50423,65535
1,3,11.77988966777084,1583,0,"b",71,12905,0,1,1,0,32767,52890,65535
1,4,10.531969895332622,1584,0,"b",68,12905,0,1,1,0,32767,25823,65535
1,5,10.665939204700901,1585,0,"b",68,12905,0,1,1,0,32767,32327,65535
1,4,8.926827441141258,1586,0,"b",69,12905,0,1,1,0,32767,27608,65535
1,5,9.440594976624443,1587,0,"b",69,12905,0,1,1,0,32767,42912,65535
0,6,10.939135632300856,1588,0,"a",68,12774,0,1,1,0,32767,45589,65535
0,7,10.529467388129452,1589,0,"a",68,12774,0,1,1,0,32767,25702,65535
0,6,10.012492777470095,1590,0,"a",69,12774,0,1,1,0,32767,59948,65535
0,7,9.097535270034756,1591,0,"a",69,12774,0,1,1,0,32767,32693,65535
1,4,9.363514931760408,1592,0,"b",70,12905,0,1,1,0,32767,26334,65535
1,5,9.525853180507836,1593,0,"b",70,12905,0,1,1,0,32767,31934,65535
1,4,11.578568510165434,1594,0,"b",71,12905,0,1,1,0,32767,43466,65535
1,5,11.470083269584,1595,0,"b",71,12905,0,1,1,0,32767,38388,65535
0,6,9.380767341591412,1596,0,"a",70,12774,0,1,1,0,32767,26929,65535
0,7,9.105068425117489,1597,0,"a",70,12774,0,1,1,0,32767,17420,65535
0,6,11.382318144025081,1598,0,"a",71,12774,0,1,1,0,32767,34279,65535
0,7,10.85968128411741,1599,0,"a",71,12774,0,1,1,0,32767,9815,65535
0,8,5.28470408430186,1600,0,"a",64,12774,0,1,1,0,32767,24487,65535
1,9,4.892299370944287,1601,0,"b",64,12905,0,1,1,0,32767,12242,65535
0,8,7.661173067341275,1602,0,"a",65,12774,0,1,1,0,32767,30611,65535
1,9,6.940078081109329,1603,0,"b",65,12905,0,1,1,0,32767,13108,65535
1,10,4.832412379649242,1604,0,"b",64,12905,0,1,1,0,32767,10373,65535
1,11,4.53417439080698,1605,0,"b",64,12905,0,1,1,0,32767,1066,65535
1,10,7.25400353275414,1606,0,"b",65,12905,0,1,1,0,32767,20728,65535
1,11,6.9978718169309575,1607,0,"b",65,12905,0,1,1,0,32767,14511,65535
0,8,4.169925001442312,1608,0,"a",66,12774,0,1,1,0,32767,6803,65535
1,9,3.989755968503197,1609,0,"b",66,12905,0,1,1,0,32767,2262,65535
0,8,8.233167435434131,1610,0,"a",67,12774,0,1,1,0,32767,28183,65535
1,9,6.973819184111152,1611,0,"b",67,12905,0,1,1,0,32767,1560,65535
1,10,4.958580072620019,1612,0,"b",66,12905,0,1,1,0,32767,26681,65535
1,11,4.500898235932682,1613,0,"b",66,12905,0,1,1,0,32767,15145,65535
1,10,7.866870663526066,1614,0,"b",67,12905,0,1,1,0,32767,20439,65535
1,11,7.803704683859425,1615,0,"b",67,12905,0,1,1,0,32767,19104,65535
0,12,5.5080937373368855,1616,0,"a",64,12774,0,1,1,0,32767,31459,65535
0,13,4.596260092055542,1617,0,"a",64,12774,0,1,1,0,32767,3003,65535
0,12,8.399751512475781,1618,0,"a",65,12774,0,1,1,0,32767,48537,65535
0,13,6.952439068950514,1619,0,"a",65,12774,0,1,1,0,32767,13408,65535
0,14,4.807354922057605,1620,0,"a",64,12774,0,1,1,0,32767,9591,65535
1,15,6.527698295276397,1621,0,"b",64,12905,0,1,1,0,32767,63277,65535
0,14,6.962077516856246,1622,0,"a",65,12774,0,1,1,0,32767,13642,65535
1,15,6.405221757837402,1623,0,"b",65,12905,0,1,1,0,32767,126,65535
0,12,5.895961035450259,1624,0,"a",66,12774,0,1,1,0,32767,50308,65535
0,13,4.729460424509337,1625,0,"a",66,12774,0,1,1,0,32767,20906,65535
0,12,8.35921084697733,1626,0,"a",67,12774,0,1,1,0,32767,30847,65535
0,13,7.514955912603201,1627,0,"a",67,12774,0,1,1,0,32767,13000,65535
0,14,4.145523657952177,1628,0,"a",66,12774,0,1,1,0,32767,6188,65535
1,15,3.969047071671088,1629,0,"b",66,12905,0,1,1,0,32767,1740,65535
0,14,8.109904554633495,1630,0,"a",67,12774,0,1,1,0,32767,25577,65535
1,15,9.44934334369027,1631,0,"b",67,12905,0,1,1,0,32767,53893,65535
0,8,10.504537948618253,1632,0,"a",68,12774,0,1,1,0,32767,24492,65535
1,9,10.01559914173109,1633,0,"b",68,12905,0,1,1,0,32767,757,65535
0,8,9.135781872708067,1634,0,"a",69,12774,0,1,1,0,32767,33832,65535
1,9,8.047689826196338,1635,0,"b",69,12905,0,1,1,0,32767,1420,65535
1,10,10.164906926675688,1636,0,"b",68,12905,0,1,1,0,32767,8005,65535
1,11,10.192758049895916,1637,0,"b",68,12905,0,1,1,0,32767,9357,65535
1,10,8.846436546002689,1638,0,"b",69,12905,0,1,1,0,32767,25213,65535
1,11,8.72032493374716,1639,0,"b",69,12905,0,1,1,0,32767,21457,65535
0,8,9.07479784141998,1640,0,"a",70,12774,0,1,1,0,32767,16376,65535
1,9,8.862198719543976,1641,0,"b",70,12905,0,1,1,0,32767,9043,65535
0,8,10.957923356862883,1642,0,"a",71,12774,0,1,1,0,32767,14413,65535
1,9,11.216082344989903,1643,0,"b",71,12905,0,1,1,0,32767,26498,65535
1,10,8.881835430860505,1644,0,"b",70,12905,0,1,1,0,32767,9720,65535
1,11,8.830021832224247,1645,0,"b",70,12905,0,1,1,0,32767,7933,65535
1,10,10.855926249966263,1646,0,"b",71,12905,0,1,1,0,32767,9639,65535
1,11,11.028583746533801,1647,0,"b",71,12905,0,1,1,0,32767,17721,65535
0,12,11.175820201947056,1648,0,"a",68,12774,0,1,1,0,32767,57078,65535
0,13,10.172757704180158,1649,0,"a",68,12774,0,1,1,0,32767,8386,65535
0,12,10.192153214582818,1650,0,"a",69,12774,0,1,1,0,32767,65300,65535
0,13,8.68345812144007,1651,0,"a",69,12774,0,1,1,0,32767,20358,65535
0,14,10.493817694709165,1652,0,"a",68,12774,0,1,1,0,32767,23971,65535
1,15,10.969210017480897,1653,0,"b",68,12905,0,1,1,0,32767,47049,65535
0,14,8.972627635036414,1654,0,"a",69,12774,0,1,1,0,32767,28972,65535
1,15,9.164242855298767,1655,0,"b",69,12905,0,1,1,0,32767,34680,65535
0,12,9.481075904027172,1656,0,"a",70,12774,0,1,1,0,32767,30389,65535
0,13,8.644944605549389,1657,0,"a",70,12774,0,1,1,0,32767,1550,65535
0,12,11.57835488833327,1658,0,"a",71,12774,0,1,1,0,32767,43456,65535
0,13,10.692763521865459,1659,0,"a",71,12774,0,1,1,0,32767,2001,65535
0,14,9.079535098404422,1660,0,"a",70,12774,0,1,1,0,32767,16539,65535
1,15,10.421072418359623,1661,0,"b",70,12905,0,1,1,0,32767,62811,65535
0,14,10.964776768478469,1662,0,"a",71,12774,0,1,1,0,32767,14734,65535
1,15,12.035856501871718,1663,0,"b",71,12905,0,1,1,0,32767,64871,65535
0,0,7.966002033517816,1664,0,"a",72,12774,0,1,1,0,32767,37894,65535
0,1,8.48685399054019,1665,0,"a",72,12774,0,1,1,0,32767,47933,65535
0,0,13.432822927932557,1666,0,"a",73,12774,0,1,1,0,32767,59767,65535
0,1,12.320410039086083,1667,0,"a",73,12774,0,1,1,0,32767,21398,65535
0,2,9.337748112829438,1668,0,"a",72,12774,0,1,1,0,32767,64334,65535
1,3,6.679347309681533,1669,0,"b",72,12905,0,1,1,0,32767,13094,65535
0,2,12.911516826249706,1670,0,"a",73,12774,0,1,1,0,32767,41787,65535
1,3,12.447162720109493,1671,0,"b",73,12905,0,1,1,0,32767,25770,65535
0,0,12.444526587840867,1672,0,"a",74,12774,0,1,1,0,32767,60902,65535
0,1,11.878522574372587,1673,0,"a",74,12774,0,1,1,0,32767,44042,65535
0,0,11.463293017658087,1674,0,"a",75,12774,0,1,1,0,32767,48843,65535
0,1,11.358858502534318,1675,0,"a",75,12774,0,1,1,0,32767,46106,65535
0,2,12.185256655198303,1676,0,"a",74,12774,0,1,1,0,32767,53179,65535
1,3,11.446264033957089,1677,0,"b",74,12905,0,1,1,0,32767,31166,65535
0,2,11.855323948741452,1678,0,"a",75,12774,0,1,1,0,32767,59120,65535
1,3,10.085008894394571,1679,0,"b",75,12905,0,1,1,0,32767,12713,65535
1,4,6.961640799722326,1680,0,"b",72,12905,0,1,1,0,32767,18535,65535
1,5,8.0589617391015,1681,0,"b",72,12905,0,1,1,0,32767,39685,65535
1,4,12.23260541503322,1682,0,"b",73,12905,0,1,1,0,32767,18370,65535
1,5,12.674837336361612,1683,0,"b",73,12905,0,1,1,0,32767,33623,65535
0,6,7.369453314427023,1684,0,"a",72,12774,0,1,1,0,32767,26395,65535
0,7,7.855397413574312,1685,0,"a",72,12774,0,1,1,0,32767,35762,65535
0,6,12.807231058993274,1686,0,"a",73,12774,0,1,1,0,32767,38190,65535
0,7,11.9340877556089,1687,0,"a",73,12774,0,1,1,0,32767,8074,65535
1,4,11.640586006944492,1688,0,"b",74,12905,0,1,1,0,32767,36954,65535
1,5,11.896972735005642,1689,0,"b",74,12905,0,1,1,0,32767,44592,65535
1,4,10.686500527183219,1690,0,"b",75,12905,0,1,1,0,32767,28481,65535
1,5,11.331909836849356,1691,0,"b",75,12905,0,1,1,0,32767,45399,65535
0,6,11.849301821029874,1692,0,"a",74,12774,0,1,1,0,32767,43172,65535
0,7,11.359935991160722,1693,0,"a",74,12774,0,1,1,0,32767,28594,65535
0,6,10.78315268794326,1694,0,"a",75,12774,0,1,1,0,32767,31014,65535
0,7,10.774942420306129,1695,0,"a",75,12774,0,1,1,0,32767,30799,65535
0,0,8.547913055450271,1696,0,"a",76,12774,0,1,1,0,32767,60787,65535
0,1,8.0622243723866,1697,0,"a",76,12774,0,1,1,0,32767,45631,65535
0,0,11.624536845021606,1698,0,"a",77,12774,0,1,1,0,32767,62624,65535
0,1,11.12163125428478,1699,0,"a",77,12774,0,1,1,0,32767,43238,65535
0,2,8.303263807577643,1700,0,"a",76,12774,0,1,1,0,32767,53153,65535
1,3,7.108524456778169,1701,0,"b",76,12905,0,1,1,0,32767,15869,65535
0,2,11.411770780034542,1702,0,"a",77,12774,0,1,1,0,32767,54422,65535
1,3,10.51383930432717,1703,0,"b",77,12905,0,1,1,0,32767,19808,65535
0,0,13.48439689209947,1704,0,"a",78,12774,0,1,1,0,32767,64932,65535
0,1,12.513993247208234,1705,0,"a",78,12774,0,1,1,0,32767,27524,65535
0,0,15.06204613772049,1706,0,"a",79,12774,0,1,1,0,32767,59883,65535
0,1,13.91625269881221,1707,0,"a",79,12774,0,1,1,0,32767,12953,65535
0,2,12.680359523513713,1708,0,"a",78,12774,0,1,1,0,32767,33937,65535
1,3,11.861444850431143,1709,0,"b",78,12905,0,1,1,0,32767,2368,65535
0,2,14.091435386323607,1710,0,"a",79,12774,0,1,1,0,32767,20128,65535
1,3,14.077817120895904,1711,0,"b",79,12905,0,1,1,0,32767,19570,65535
1,4,7.166518399999063,1712,0,"b",76,12905,0,1,1,0,32767,17679,65535
1,5,7.799312171884368,1713,0,"b",76,12905,0,1,1,0,32767,37426,65535
1,4,10.662315689670104,1714,0,"b",77,12905,0,1,1,0,32767,25531,65535
1,5,11.082826887484517,1715,0,"b",77,12905,0,1,1,0,32767,41742,65535
0,6,8.322608450967357,1716,0,"a",76,12774,0,1,1,0,32767,53756,65535
0,7,7.654973714328936,1717,0,"a",76,12774,0,1,1,0,32767,32922,65535
0,6,11.229272296863677,1718,0,"a",77,12774,0,1,1,0,32767,47387,65535
0,7,10.783492483580057,1719,0,"a",77,12774,0,1,1,0,32767,30203,65535
1,4,12.092350576159971,1720,0,"b",78,12905,0,1,1,0,32767,11269,65535
1,5,12.443023218173003,1721,0,"b",78,12905,0,1,1,0,32767,24788,65535
1,4,13.916999049082808,1722,0,"b",79,12905,0,1,1,0,32767,12983,65535
1,5,13.994353436858857,1723,0,"b",79,12905,0,1,1,0,32767,16152,65535
0,6,13.2610551954281,1724,0,"a",78,12774,0,1,1,0,32767,56322,65535
0,7,12.309826119293062,1725,0,"a",78,12774,0,1,1,0,32767,19653,65535
0,6,14.817050265056944,1726,0,"a",79,12774,0,1,1,0,32767,49848,65535
0,7,13.816183681432342,1727,0,"a",79,12774,0,1,1,0,32767,8854,65535
0,8,7.802485882535868,1728,0,"a",72,12774,0,1,1,0,32767,34742,65535
1,9,6.078629167422762,1729,0,"b",72,12905,0,1,1,0,32767,1515,65535
0,8,12.000975050190533,1730,0,"a",73,12774,0,1,1,0,32767,10381,65535
1,9,11.73854700983415,1731,0,"b",73,12905,0,1,1,0,32767,1329,65535
1,10,6.847146010015457,1732,0,"b",72,12905,0,1,1,0,32767,16328,65535
1,11,6.830978526583503,1733,0,"b",72,12905,0,1,1,0,32767,16016,65535
1,10,11.879288695815053,1734,0,"b",73,12905,0,1,1,0,32767,6183,65535
1,11,12.026417037309637,1735,0,"b",73,12905,0,1,1,0,32767,11258,65535
0,8,11.348728154231077,1736,0,"a",74,12774,0,1,1,0,32767,28260,65535
1,9,10.405663298829671,1737,0,"b",74,12905,0,1,1,0,32767,168,65535
0,8,10.844365280949287,1738,0,"a",75,12774,0,1,1,0,32767,32619,65535
1,9,9.682994583681683,1739,0,"b",75,12905,0,1,1,0,32767,2175,65535
1,10,11.256676015841705,1740,0,"b",74,12905,0,1,1,0,32767,25518,65535
1,11,11.360039553439826,1741,0,"b",74,12905,0,1,1,0,32767,28597,65535
1,10,10.30799551087095,1742,0,"b",75,12905,0,1,1,0,32767,18559,65535
1,11,10.400235016376042,1743,0,"b",75,12905,0,1,1,0,32767,20977,65535
0,12,7.366157231108706,1744,0,"a",72,12774,0,1,1,0,32767,26332,65535
0,13,7.193176633543593,1745,0,"a",72,12774,0,1,1,0,32767,22998,65535
0,12,12.853729405544298,1746,0,"a",73,12774,0,1,1,0,32767,39793,65535
0,13,11.85522787369963,1747,0,"a",73,12774,0,1,1,0,32767,5354,65535
0,14,7.756147167868998,1748,0,"a",72,12774,0,1,1,0,32767,33849,65535
1,15,8.811480724464912,1749,0,"b",72,12905,0,1,1,0,32767,54190,65535
0,14,11.852589527918646,1750,0,"a",73,12774,0,1,1,0,32767,5263,65535
1,15,12.701373112996537,1751,0,"b",73,12905,0,1,1,0,32767,34538,65535
0,12,11.887019392747536,1752,0,"a",74,12774,0,1,1,0,32767,44295,65535
0,13,11.265239082602863,1753,0,"a",74,12774,0,1,1,0,32767,25773,65535
0,12,10.825588849746003,1754,0,"a",75,12774,0,1,1,0,32767,32127,65535
0,13,10.486702231739137,1755,0,"a",75,12774,0,1,1,0,32767,23243,65535
0,14,11.280705123955867,1756,0,"a",74,12774,0,1,1,0,32767,26234,65535
1,15,12.051470407657218,1757,0,"b",74,12905,0,1,1,0,32767,49194,65535
0,14,10.826368603866703,1758,0,"a",75,12774,0,1,1,0,32767,32147,65535
1,15,11.739732853436974,1759,0,"b",75,12905,0,1,1,0,32767,56090,65535
0,8,7.63320088017159,1760,0,"a",76,12774,0,1,1,0,32767,32242,65535
1,9,6.665470002880787,1761,0,"b",76,12905,0,1,1,0,32767,2043,65535
0,8,10.811359545594497,1762,0,"a",77,12774,0,1,1,0,32767,31277,65535
1,9,10.09693886860382,1763,0,"b",77,12905,0,1,1,0,32767,3736,65535
1,10,7.232081477504882,1764,0,"b",76,12905,0,1,1,0,32767,19725,65535
1,11,6.999574614462232,1765,0,"b",76,12905,0,1,1,0,32767,12469,65535
1,10,10.549766508619998,1766,0,"b",77,12905,0,1,1,0,32767,21193,65535
1,11,10.643686050610556,1767,0,"b",77,12905,0,1,1,0,32767,24813,65535
0,8,12.426063111720108,1768,0,"a",78,12774,0,1,1,0,32767,24134,65535
1,9,12.007674215353639,1769,0,"b",78,12905,0,1,1,0,32767,8005,65535
0,8,13.889884170302828,1770,0,"a",79,12774,0,1,1,0,32767,11873,65535
1,9,13.720600540866831,1771,0,"b",79,12905,0,1,1,0,32767,4939,65535
1,10,12.240057416317113,1772,0,"b",78,12905,0,1,1,0,32767,16963,65535
1,11,12.412651265301289,1773,0,"b",78,12905,0,1,1,0,32767,23617,65535
1,10,13.689634049655568,1774,0,"b",79,12905,0,1,1,0,32767,3671,65535
1,11,13.837233700339088,1775,0,"b",79,12905,0,1,1,0,32767,9716,65535
0,12,8.693355450727356,1776,0,"a",76,12774,0,1,1,0,32767,65326,65535
0,13,7.3475586949248175,1777,0,"a",76,12774,0,1,1,0,32767,23328,65535
0,12,11.402288102096382,1778,0,"a",77,12774,0,1,1,0,32767,54057,65535
0,13,10.661946116760227,1779,0,"a",77,12774,0,1,1,0,32767,25517,65535
0,14,7.466528624915825,1780,0,"a",76,12774,0,1,1,0,32767,27041,65535
1,15,7.779378669559566,1781,0,"b",76,12905,0,1,1,0,32767,36804,65535
0,14,10.859446880600768,1782,0,"a",77,12774,0,1,1,0,32767,33131,65535
1,15,11.451483292767177,1783,0,"b",77,12905,0,1,1,0,32767,55953,65535
0,12,13.167755860993251,1784,0,"a",78,12774,0,1,1,0,32767,52726,65535
0,13,12.322491537597468,1785,0,"a",78,12774,0,1,1,0,32767,20141,65535
0,12,14.71037597120447,1786,0,"a",79,12774,0,1,1,0,32767,45479,65535
0,13,13.850968150982439,1787,0,"a",79,12774,0,1,1,0,32767,10279,65535
0,14,12.416472760866911,1788,0,"a",78,12774,0,1,1,0,32767,23764,65535
1,15,12.066554968280698,1789,0,"b",78,12905,0,1,1,0,32767,10275,65535
0,14,13.792654747249628,1790,0,"a",79,12774,0,1,1,0,32767,7890,65535
1,15,13.786269627648466,1791,0,"b",79,12905,0,1,1,0,32767,7629,65535
1,16,5.530645579326734,1792,0,"b",64,12905,0,1,1,0,32767,32163,65535
1,17,5.168411949346742,1793,0,"b",64,12905,0,1,1,0,32767,20858,65535
1,16,7.295833898736218,1794,0,"b",65,12905,0,1,1,0,32767,21743,65535
1,17,7.2881913836573124,1795,0,"b",65,12905,0,1,1,0,32767,21558,65535
0,18,6.1160005967258355,1796,0,"a",64,12774,0,1,1,0,32767,50429,65535
0,19,5.717094391305224,1797,0,"a",64,12774,0,1,1,0,32767,37981,65535
0,18,9.000637843223515,1798,0,"a",65,12774,0,1,1,0,32767,63122,65535
0,19,8.02320512880407,1799,0,"a",65,12774,0,1,1,0,32767,39398,65535
1,16,4.7739167303390975,1800,0,"b",66,12905,0,1,1,0,32767,22027,65535
1,17,4.243623099387572,1801,0,"b",66,12905,0,1,1,0,32767,8661,65535
1,16,8.61651416736079,1802,0,"b",67,12905,0,1,1,0,32767,36287,65535
1,17,8.706186474046756,1803,0,"b",67,12905,0,1,1,0,32767,38182,65535
0,18,6.419284470379029,1804,0,"a",66,12774,0,1,1,0,32767,63499,65535
0,19,5.028635867960888,1805,0,"a",66,12774,0,1,1,0,32767,28447,65535
0,18,9.142058878336762,1806,0,"a",67,12774,0,1,1,0,32767,47397,65535
0,19,8.81438596801939,1807,0,"a",67,12774,0,1,1,0,32767,40470,65535
0,20,5.621913636894048,1808,0,"a",64,12774,0,1,1,0,32767,35011,65535
1,21,5.538866086131702,1809,0,"b",64,12905,0,1,1,0,32767,32419,65535
0,20,7.722001961300557,1810,0,"a",65,12774,0,1,1,0,32767,32087,65535
1,21,7.7315111640740986,1811,0,"b",65,12905,0,1,1,0,32767,32318,65535
1,22,5.447005227937479,1812,0,"b",64,12905,0,1,1,0,32767,29552,65535
1,23,6.035291912251201,1813,0,"b",64,12905,0,1,1,0,32767,47911,65535
1,22,7.643039338734186,1814,0,"b",65,12905,0,1,1,0,32767,30170,65535
1,23,7.714763913302634,1815,0,"b",65,12905,0,1,1,0,32767,31911,65535
0,20,4.712948713047671,1816,0,"a",66,12774,0,1,1,0,32767,20490,65535
1,21,4.769931382387918,1817,0,"b",66,12905,0,1,1,0,32767,21926,65535
0,20,8.92582032414337,1818,0,"a",67,12774,0,1,1,0,32767,42825,65535
1,21,9.200135206992117,1819,0,"b",67,12905,0,1,1,0,32767,48624,65535
1,22,4.687821313726891,1820,0,"b",66,12905,0,1,1,0,32767,19857,65535
1,23,4.605234895747417,1821,0,"b",66,12905,0,1,1,0,32767,17775,65535
1,22,9.224729802428003,1822,0,"b",67,12905,0,1,1,0,32767,49144,65535
1,23,9.96850378601568,1823,0,"b",67,12905,0,1,1,0,32767,64868,65535
1,16,10.646473802287504,1824,0,"b",68,12905,0,1,1,0,32767,31382,65535
1,17,10.65891877702313,1825,0,"b",68,12905,0,1,1,0,32767,31986,65535
1,16,9.239215723098846,1826,0,"b",69,12905,0,1,1,0,32767,36913,65535
1,17,9.289235931819913,1827,0,"b",69,12905,0,1,1,0,32767,38403,65535
0,18,11.345216928547183,1828,0,"a",68,12774,0,1,1,0,32767,65301,65535
0,19,10.799220518856169,1829,0,"a",68,12774,0,1,1,0,32767,38797,65535
0,18,10.126460975899054,1830,0,"a",69,12774,0,1,1,0,32767,63343,65535
0,19,9.368300541660224,1831,0,"a",69,12774,0,1,1,0,32767,40759,65535
1,16,9.749711342887323,1832,0,"b",70,12905,0,1,1,0,32767,39655,65535
1,17,9.503225708856501,1833,0,"b",70,12905,0,1,1,0,32767,31153,65535
1,16,11.36698195818821,1834,0,"b",71,12905,0,1,1,0,32767,33561,65535
1,17,11.35974956032233,1835,0,"b",71,12905,0,1,1,0,32767,33223,65535
0,18,9.92268256765211,1836,0,"a",70,12774,0,1,1,0,32767,45621,65535
0,19,9.476803509456381,1837,0,"a",70,12774,0,1,1,0,32767,30242,65535
0,18,12.009168411500477,1838,0,"a",71,12774,0,1,1,0,32767,63622,65535
0,19,11.105933209504117,1839,0,"a",71,12774,0,1,1,0,32767,21342,65535
0,20,10.832083914167486,1840,0,"a",68,12774,0,1,1,0,32767,40392,65535
1,21,10.92226181373646,1841,0,"b",68,12905,0,1,1,0,32767,44770,65535
0,20,9.33117046447078,1842,0,"a",69,12774,0,1,1,0,32767,39653,65535
1,21,9.492079917341208,1843,0,"b",69,12905,0,1,1,0,32767,44446,65535
1,22,11.026523442519766,1844,0,"b",68,12905,0,1,1,0,32767,49831,65535
1,23,11.263180603148967,1845,0,"b",68,12905,0,1,1,0,32767,61319,65535
1,22,9.535202003700716,1846,0,"b",69,12905,0,1,1,0,32767,45730,65535
1,23,9.925596424858233,1847,0,"b",69,12905,0,1,1,0,32767,57360,65535
0,20,9.55979192498625,1848,0,"a",70,12774,0,1,1,0,32767,33104,65535
1,21,9.881893132891946,1849,0,"b",70,12905,0,1,1,0,32767,44214,65535
0,20,11.261474045281533,1850,0,"a",71,12774,0,1,1,0,32767,28623,65535
1,21,11.49453486191457,1851,0,"b",71,12905,0,1,1,0,32767,39532,65535
1,22,9.866870663526065,1852,0,"b",70,12905,0,1,1,0,32767,43696,65535
1,23,10.384030251589964,1853,0,"b",70,12905,0,1,1,0,32767,61534,65535
1,22,11.368712351967845,1854,0,"b",71,12905,0,1,1,0,32767,33642,65535
1,23,11.812979471251483,1855,0,"b",71,12905,0,1,1,0,32767,54439,65535
1,16,7.742738419497352,1856,0,"b",72,12905,0,1,1,0,32767,33590,65535
1,17,7.742484222502441,1857,0,"b",72,12905,0,1,1,0,32767,33585,65535
1,16,12.21179471938522,1858,0,"b",73,12905,0,1,1,0,32767,17652,65535
1,17,12.310918590108786,1859,0,"b",73,12905,0,1,1,0,32767,21071,65535
0,18,8.105364981021282,1860,0,"a",72,12774,0,1,1,0,32767,40580,65535
0,19,8.449499083426037,1861,0,"a",72,12774,0,1,1,0,32767,47213,65535
0,18,13.502105034447172,1862,0,"a",73,12774,0,1,1,0,32767,62157,65535
0,19,12.289220871595433,1863,0,"a",73,12774,0,1,1,0,32767,20323,65535
1,16,11.75621012229228,1864,0,"b",74,12905,0,1,1,0,32767,40399,65535
1,17,11.797910889788508,1865,0,"b",74,12905,0,1,1,0,32767,41641,65535
1,16,11.042098127767451,1866,0,"b",75,12905,0,1,1,0,32767,37802,65535
1,17,11.061995209485492,1867,0,"b",75,12905,0,1,1,0,32767,38324,65535
0,18,12.239553498503103,1868,0,"a",74,12774,0,1,1,0,32767,54796,65535
0,19,11.773838996831124,1869,0,"a",74,12774,0,1,1,0,32767,40924,65535
0,18,11.452377240178903,1870,0,"a",75,12774,0,1,1,0,32767,48557,65535
0,19,11.361612785482366,1871,0,"a",75,12774,0,1,1,0,32767,46178,65535
0,20,8.694275746497045,1872,0,"a",72,12774,0,1,1,0,32767,51931,65535
1,21,8.265371786925348,1873,0,"b",72,12905,0,1,1,0,32767,43664,65535
0,20,12.34940883130947,1874,0,"a",73,12774,0,1,1,0,32767,22399,65535
1,21,12.60836145789105,1875,0,"b",73,12905,0,1,1,0,32767,31330,65535
1,22,8.308939992109847,1876,0,"b",72,12905,0,1,1,0,32767,44504,65535
1,23,9.21422746583165,1877,0,"b",72,12905,0,1,1,0,32767,61953,65535
1,22,12.682319385915397,1878,0,"b",73,12905,0,1,1,0,32767,33881,65535
1,23,13.050755619609891,1879,0,"b",73,12905,0,1,1,0,32767,46589,65535
0,20,11.815999016466856,1880,0,"a",74,12774,0,1,1,0,32767,42180,65535
1,21,12.136892550506092,1881,0,"b",74,12905,0,1,1,0,32767,51738,65535
0,20,11.526683774189374,1882,0,"a",75,12774,0,1,1,0,32767,50505,65535
1,21,11.62341566205928,1883,0,"b",75,12905,0,1,1,0,32767,53041,65535
1,22,12.218656373378224,1884,0,"b",74,12905,0,1,1,0,32767,54174,65535
